,text,intent,labels
3730,When:O is:O One:B-movie_name by:I-movie_name One:I-movie_name playing?:O ," SearchScreeningEvent
",6
6329,Play:O me:O the:O soundtrack:B-object_type Ready:B-object_name ," SearchCreativeWork
",5
6942,are:O there:O any:O movies:B-movie_type playing:O around:B-spatial_relation here:I-spatial_relation ," SearchScreeningEvent
",6
4684,this:B-object_select textbook:B-object_type only:O gets:O two:B-rating_value out:O of:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
2381,Play:O the:O last:B-sort song:B-music_item by:O Goldie:B-artist ," PlayMusic
",3
6884,What:O time:O is:O Children:B-movie_name of:I-movie_name Divorce:I-movie_name playing:O ," SearchScreeningEvent
",6
2149,"Will:O it:O be:O cold:B-condition_temperature close-by:B-spatial_relation Iowa:B-state on:O september:B-timeRange twenty-first,:I-timeRange 2025:I-timeRange "," GetWeather
",2
5939,Please:O play:O music:O from:O Itunes:B-service ," PlayMusic
",3
6618,"Please:O search:O for:O the:O work,:O All:B-object_name the:I-object_name Wrong:I-object_name Reasons:I-object_name .:O "," SearchCreativeWork
",5
7961,Find:O a:O novel:B-object_type called:O Matching:B-object_name Dreams:I-object_name .:O ," SearchCreativeWork
",5
2191,Add:O album:B-music_item to:O princesas:B-playlist indie:I-playlist ," AddToPlaylist
",0
1271,Find:O a:O reservation:O at:O Sunset:B-timeRange at:O a:O gastropub:B-restaurant_type for:O 2:B-party_size_number people:O ," BookRestaurant
",1
493,Can:O I:O get:O the:O movie:B-object_type times:I-object_type for:O the:O newest:O movies:B-movie_type around:B-spatial_relation here:I-spatial_relation ?:O ," SearchScreeningEvent
",6
2567,Go:O to:O Attack:B-object_name of:I-object_name the:I-object_name Planet:I-object_name Smashers:I-object_name ," SearchCreativeWork
",5
7573,I:O want:O a:O table:O for:O 3:B-party_size_number at:O a:O restaurant:B-restaurant_type ," BookRestaurant
",1
7039,play:O southern:B-genre rock:I-genre tunes:O ," PlayMusic
",3
88,What:O time:O will:O Paris:B-movie_name by:I-movie_name Night:I-movie_name aired:O ," SearchScreeningEvent
",6
5152,show:O animated:B-movie_type movie:I-movie_type at:O Century:B-location_name Theatres:I-location_name ," SearchScreeningEvent
",6
8756,Book:O a:O reservation:O for:O me:B-party_size_description and:I-party_size_description my:I-party_size_description wife:I-party_size_description at:O The:B-restaurant_name Middle:I-restaurant_name East:I-restaurant_name in:O Guernsey:B-country ," BookRestaurant
",1
925,show:O creative:O song:B-object_type called:O Holidays:B-object_name on:I-object_name the:I-object_name River:I-object_name Yarra:I-object_name ," SearchCreativeWork
",5
9089,Will:O it:O be:O snowy:B-condition_description in:O Parnell:B-city ?:O ," GetWeather
",2
5092,play:O Yo:B-track Ho:I-track from:O the:B-artist new:I-artist york:I-artist pops:I-artist on:O Youtube:B-service ," PlayMusic
",3
73,Please:O get:O me:O the:O AiON:B-object_name show:B-object_type .:O ," SearchCreativeWork
",5
2058,"I:O would:O like:O reservations:O made:O for:O Masonville:B-city ,:O Vermont:B-state nov.:B-timeRange 7:I-timeRange "," BookRestaurant
",1
349,I:O think:O that:O this:B-object_select book:B-object_type deserves:O a:O 3:B-rating_value ," RateBook
",4
2101,find:O the:O album:B-object_type Smoke:B-object_name and:I-object_name Mirrors:I-object_name ," SearchCreativeWork
",5
5675,I'd:O like:O to:O see:O the:O novel:B-object_type An:B-object_name Inquiry:I-object_name into:I-object_name the:I-object_name Good:I-object_name ," SearchCreativeWork
",5
3285,forecast:O for:O Israel:B-country ," GetWeather
",2
5332,Play:O me:O a:O nineties:B-year song:B-music_item by:O Joseph:B-artist Genaro:I-artist ," PlayMusic
",3
8529,play:O fifties:B-year track:B-music_item music:O ," PlayMusic
",3
6220,Find:O a:O movie:B-object_type called:O Greatest:B-object_name Time:I-object_name of:I-object_name Year:I-object_name .:O ," SearchCreativeWork
",5
5436,What:O is:O the:O weather:O iN:O Gipsy-Gordon:B-geographic_poi Wildland:I-geographic_poi Park:I-geographic_poi ," GetWeather
",2
3818,What's:O the:O forecast:O far:B-spatial_relation from:O here:B-current_location in:O Turks:B-country and:I-country Caicos:I-country Islands:I-country ?:O ," GetWeather
",2
8221,Find:O The:B-object_name Ghost:I-object_name of:I-object_name Tom:I-object_name Joad:I-object_name ," SearchCreativeWork
",5
7563,add:O this:O tune:B-music_item by:O Jim:B-artist White:I-artist to:O my:B-playlist_owner playlist:O Rumba:B-playlist y:I-playlist más:I-playlist ," AddToPlaylist
",0
1107,I:O need:O a:O reservation:O for:O three:B-party_size_number people:O at:O a:O spa:B-facility restaurant:B-restaurant_type in:B-timeRange two:I-timeRange hundred:I-timeRange thirty:I-timeRange seven:I-timeRange days:I-timeRange ," BookRestaurant
",1
4418,Will:O there:O be:O a:O blizzard:B-condition_description in:O Egypt:B-country ?:O ," GetWeather
",2
4297,I'd:O like:O to:O know:O when:O I:O can:O see:O The:B-movie_name Taking:I-movie_name of:I-movie_name Flight:I-movie_name 847::I-movie_name The:I-movie_name Uli:I-movie_name Derickson:I-movie_name Story:I-movie_name at:O Amco:B-location_name Entertainment:I-location_name .:O ," SearchScreeningEvent
",6
812,what:O is:O the:O forecast:O for:O cold:B-condition_temperature temps:O in:O Nevada:B-state ," GetWeather
",2
1275,I:O want:O to:O hear:O some:O songs:O from:O the:O twenties:B-year ," PlayMusic
",3
3066,rate:O Lone:B-object_name Wolf:I-object_name 3:B-rating_value points:B-rating_unit ," RateBook
",4
2106,The:O current:B-object_select series:B-object_part_of_series_type only:O deserves:O two:B-rating_value out:O of:O 6:B-best_rating .:O ," RateBook
",4
4754,I:O want:O to:O book:O a:O Minnesota:B-state bar:B-restaurant_type ," BookRestaurant
",1
1265,show:O me:O God:B-object_name Bless:I-object_name the:I-object_name Child:I-object_name photograph:B-object_type ," SearchCreativeWork
",5
4614,rate:O the:O current:B-object_select textbook:B-object_type 3:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
1980,I:O want:O to:O book:O a:O restaurant:B-restaurant_type now:B-timeRange in:O Ludlow:B-city for:O eight:B-party_size_number ," BookRestaurant
",1
2023,What:O film:B-movie_type is:O playing:O nearby:B-spatial_relation ," SearchScreeningEvent
",6
4956,Add:O album:B-music_item to:O my:B-playlist_owner Massive:B-playlist Soca:I-playlist Hits:I-playlist ," AddToPlaylist
",0
498,find:O a:O brunch:B-timeRange time:O cinema:B-object_location_type nearest:B-spatial_relation with:O The:B-movie_name President:I-movie_name Is:I-movie_name Coming:I-movie_name ," SearchScreeningEvent
",6
1114,book:O a:O table:O in:O Fleetwood:B-poi at:O a:O nearby:B-spatial_relation deli:O ," BookRestaurant
",1
4938,is:O it:O going:O to:O get:O colder:B-condition_temperature in:O Parc:B-geographic_poi national:I-geographic_poi marin:I-geographic_poi Mahatma:I-geographic_poi Gandhi:I-geographic_poi ," GetWeather
",2
2848,Play:O symphony:B-music_item by:O Josh:B-artist Gracin:I-artist on:O Slacker:B-service .:O ," PlayMusic
",3
3431,Add:O rating:O of:O 5:B-rating_value to:O this:B-object_select novel:B-object_type ," RateBook
",4
1230,what:O films:B-movie_type are:O showing:O in:B-spatial_relation the:I-spatial_relation neighborhood:I-spatial_relation ," SearchScreeningEvent
",6
2799,How:O do:O I:O see:O the:O TV:B-object_type series:I-object_type To:B-object_name See:I-object_name the:I-object_name Invisible:I-object_name Man:I-object_name ?:O ," SearchCreativeWork
",5
5226,What:O will:O the:O weather:O be:O like:O in:O Samoa:B-country at:O 6:B-timeRange pm:I-timeRange ," GetWeather
",2
535,What:O is:O the:O forecast:O for:O the:O Wildreservaat:B-geographic_poi Ithala:I-geographic_poi in:O the:O distant:B-spatial_relation future:O will:O it:O be:O colder:B-condition_temperature ," GetWeather
",2
2156,Add:O a:O norma:B-artist jean:I-artist tune:B-music_item to:O the:O Soul:B-playlist Revived:I-playlist playlist.:O ," AddToPlaylist
",0
8917,I:O need:O the:O weather:O for:O 7/13/2036:B-timeRange in:O Gwynedd:B-city Valley:I-city ," GetWeather
",2
1011,Give:O me:O the:O weather:O forecast:O for:O Nationaal:B-geographic_poi park:I-geographic_poi Garphyttan:I-geographic_poi ," GetWeather
",2
32,When:O is:O The:B-movie_name Blood:I-movie_name of:I-movie_name Others:I-movie_name playing?:O ," SearchScreeningEvent
",6
8151,I'd:O like:O to:O eat:O with:O a:O party:O of:O 8:B-party_size_number in:O Hitchita:B-city OR:B-state ," BookRestaurant
",1
4706,Can:O I:O get:O the:O Cineplex:B-location_name Odeon:I-location_name Corporation:I-location_name showings:O for:O Small:B-movie_name Town:I-movie_name Story:I-movie_name ?:O ," SearchScreeningEvent
",6
8707,"Book:O a:O table:O for:O four:B-party_size_number in:O Orchard:B-city Grass:I-city Hills:I-city ,:O NV:B-state "," BookRestaurant
",1
1874,find:O Time:B-object_name Squared:I-object_name ," SearchCreativeWork
",5
3536,the:O following:B-object_select essay:B-object_type is:O worth:O four:B-rating_value out:O 6:B-best_rating ," RateBook
",4
4639,Find:O the:O schedule:B-object_type for:O The:B-movie_name Band:I-movie_name of:I-movie_name Honest:I-movie_name Men:I-movie_name at:O the:O nearest:B-spatial_relation movie:B-object_location_type theatre:I-object_location_type .:O ," SearchScreeningEvent
",6
7747,Show:O me:O the:O Live:B-object_name in:I-object_name Whitby:I-object_name album:B-object_type .:O ," SearchCreativeWork
",5
6063,"hot:B-condition_temperature weather:O forecast:O for:O Pilar:B-city ,:O Réunion:B-country "," GetWeather
",2
2183,what:O is:O the:O weather:O forecast:O for:O Piqua:B-city on:O Pearl:B-timeRange Harbor:I-timeRange Remembrance:I-timeRange Day:I-timeRange ," GetWeather
",2
6536,Rate:O this:B-object_select novel:B-object_type a:O 1:B-rating_value out:O of:O 6:B-best_rating ," RateBook
",4
2575,Find:O a:O trailer:B-object_type called:O Hellboy::B-object_name The:I-object_name Troll:I-object_name Witch:I-object_name and:I-object_name Others:I-object_name .:O ," SearchCreativeWork
",5
4530,Is:O it:O hotter:B-condition_temperature close:B-spatial_relation by:I-spatial_relation Waubay:B-city ?:O ," GetWeather
",2
7342,book:O at:O table:O at:O Forest:B-poi Av:I-poi restaurant:B-restaurant_type close-by:B-spatial_relation for:O 2:B-party_size_number 1:B-timeRange second:I-timeRange from:I-timeRange now:I-timeRange ," BookRestaurant
",1
5090,Can:O you:O play:O a:O song:B-music_item off:O an:O album:B-music_item by:O Shirley:B-artist Horn:I-artist ," PlayMusic
",3
7394,Add:O keine:B-entity_name grenzen:I-entity_name to:O New:B-playlist Metal:I-playlist Tracks:I-playlist ," AddToPlaylist
",0
590,Please:O show:O me:O the:O movie:B-object_type schedule:I-object_type for:O today.:O ," SearchScreeningEvent
",6
3419,give:O Death:B-object_name on:I-object_name the:I-object_name Nile:I-object_name a:O three:B-rating_value ," RateBook
",4
2559,Find:O the:O movie:B-object_type schedule:I-object_type for:O the:O Douglas:B-location_name Theatre:I-location_name Company:I-location_name .:O ," SearchScreeningEvent
",6
1810,play:O Abhijeet:B-artist Bhattacharya:I-artist from:O 1986:B-year ," PlayMusic
",3
2696,What's:O the:O weather:O in:O Stone:B-city Mountain:I-city Kentucky:B-state ," GetWeather
",2
2805,Where:O can:O I:O find:O the:O soundtrack:B-object_type for:O Steamboat:B-object_name Bill:I-object_name ?:O ," SearchCreativeWork
",5
256,give:O The:B-object_name Last:I-object_name Child:I-object_name 4:B-rating_value of:O 6:B-best_rating ," RateBook
",4
3368,I:O need:O reservations:O in:O ND:B-state in:O the:O city:O of:O Briarwood:B-city for:O me:B-party_size_description and:I-party_size_description my:I-party_size_description colleagues:I-party_size_description .:O ," BookRestaurant
",1
3199,give:O The:B-object_name Rosales:I-object_name Saga:I-object_name 2:B-rating_value of:O 6:B-best_rating ," RateBook
",4
571,Rate:O this:B-object_select album:B-object_type 3:B-rating_value stars:B-rating_unit ," RateBook
",4
3841,play:O a:O twenties:B-year song:B-music_item ," PlayMusic
",3
701,rate:O this:O current:B-object_select book:B-object_type five:B-rating_value ," RateBook
",4
2585,Find:O Zorro:B-object_name the:O game:B-object_type ," SearchCreativeWork
",5
988,Find:O the:O movie:B-object_type times:I-object_type now:B-timeRange .:O ," SearchScreeningEvent
",6
556,I:O want:O to:O eat:O at:O a:O highly:B-sort rated:I-sort food:B-restaurant_type court:I-restaurant_type ," BookRestaurant
",1
8281,show:O creativity:O of:O All:B-object_name for:I-object_name One:I-object_name ," SearchCreativeWork
",5
6070,Play:O The:B-album Tyranny:I-album Of:I-album Distance:I-album by:O Willy:B-artist Mason:I-artist .:O ," PlayMusic
",3
6882,I:O need:O to:O book:O a:O table:O for:O 4:B-party_size_number ," BookRestaurant
",1
5742,Play:O my:O Piano:B-playlist Ballads:I-playlist playlist.:O ," PlayMusic
",3
2074,What:O is:O the:O current:B-current_location temperature:O here:B-current_location ," GetWeather
",2
7542,I:O want:O to:O hear:O some:O twenties:B-year music:O from:O Billy:B-artist Sheehan:I-artist ," PlayMusic
",3
7339,Find:O a:O top:B-sort fifty:I-sort zahir:B-artist howaida:I-artist concerto:B-music_item from:O the:O seventies:B-year ," PlayMusic
",3
6984,show:B-object_type creative:O Devils:B-object_name to:I-object_name Some:I-object_name ," SearchCreativeWork
",5
5161,Show:O me:O the:O TV:B-object_type series:I-object_type Prescription:B-object_name for:I-object_name Death:I-object_name ," SearchCreativeWork
",5
7927,Will:O it:O be:O windy:B-condition_description at:O Medicine:B-geographic_poi Rocks:I-geographic_poi State:I-geographic_poi Park:I-geographic_poi on:O May:B-timeRange 24:I-timeRange ," GetWeather
",2
4730,What's:O the:O weather:O forecast:O in:O Humphrey:B-city ?:O ," GetWeather
",2
7627,Book:O me:O a:O table:O for:O one:B-party_size_number at:O Blue:B-restaurant_name Ribbon:I-restaurant_name Barbecue:I-restaurant_name ," BookRestaurant
",1
6521,Play:O Stevan:B-artist Faddy:I-artist on:O Google:B-service Music:I-service .:O ," PlayMusic
",3
654,"Tell:O me:O the:O weather:O forecast:O for:O Ethridge:B-city ,:O Maryland:B-state "," GetWeather
",2
5176,What:O films:B-movie_type are:O playing:O at:O Dipson:B-location_name Theatres:I-location_name and:O when:O ," SearchScreeningEvent
",6
8278,Look:O for:O All:B-object_name Broken:I-object_name Up:I-object_name and:I-object_name Dancing:I-object_name which:O is:O a:O video:B-object_type game:I-object_type ," SearchCreativeWork
",5
1922,Tell:O me:O the:O movie:B-object_type schedules:I-object_type for:O Loews:B-location_name Cineplex:I-location_name Entertainment:I-location_name ," SearchScreeningEvent
",6
2920,Rate:O 12::B-object_name The:I-object_name Elements:I-object_name of:I-object_name Great:I-object_name Managing:I-object_name a:O 0:B-rating_value ," RateBook
",4
8389,show:O me:O a:O textbook:B-object_type with:O a:O rating:O of:O 2:B-rating_value and:O a:O maximum:O rating:O of:O 6:B-best_rating that:O is:O current:B-object_select ," RateBook
",4
5978,Please:O use:O pandora:B-service to:O play:O a:O record:B-music_item from:O 1993:B-year ," PlayMusic
",3
6104,Weather:O for:O Notasulga:B-city at:O elevenses:B-timeRange ," GetWeather
",2
6091,Add:O riddim:B-entity_name driven:I-entity_name engine:I-entity_name 54:I-entity_name &:I-entity_name humanity:I-entity_name letha's:B-playlist_owner All:B-playlist Things:I-playlist Post:I-playlist ," AddToPlaylist
",0
8959,what:O is:O the:O forecast:O for:O Chandler:B-city ," GetWeather
",2
4182,add:O time:B-entity_name flies:I-entity_name 1994-2009:I-entity_name to:O the:O Jazzy:B-playlist Romance:I-playlist playlist:O ," AddToPlaylist
",0
3142,find:O close:B-spatial_relation by:I-spatial_relation movie:B-object_type schedule:I-object_type movies:B-movie_type ," SearchScreeningEvent
",6
5539,Is:O the:O start:O time:O 15:16:52:B-timeRange for:O movies:B-movie_type in:B-spatial_relation the:I-spatial_relation neighborhood:I-spatial_relation ," SearchScreeningEvent
",6
5318,Play:O a:O chant:B-music_item from:O the:O fifties:B-year ," PlayMusic
",3
5305,I:O want:O to:O watch:O the:O trailer:B-object_type to:O Worms:B-object_name 2::I-object_name Armageddon:I-object_name .:O ," SearchCreativeWork
",5
7223,book:O a:O spot:O at:O a:O pub:B-restaurant_type with:O tatar:B-cuisine in:O Cambodia:B-country ," BookRestaurant
",1
8733,add:O Nothing:B-entity_name Fancy:I-entity_name to:O Meditate:B-playlist to:I-playlist Sounds:I-playlist of:I-playlist Nature:I-playlist playlist:O ," AddToPlaylist
",0
1058,"What:O will:O the:O weather:O be:O like:O 56:B-timeRange weeks:I-timeRange from:I-timeRange now:I-timeRange ,:O will:O there:O be:O sun:B-condition_description in:O Tabor:B-city ?:O "," GetWeather
",2
7492,Look:O for:O the:O creative:O work:O called:O White:B-object_name Sugar:I-object_name ," SearchCreativeWork
",5
8139,Give:O this:B-object_select book:B-object_type a:O rating:O of:O four:B-rating_value out:O of:O 6:B-best_rating .:O ," RateBook
",4
8926,book:O me:O a:O reservation:O at:O a:O bar:B-restaurant_type around:B-spatial_relation Juliff:B-city for:O three:B-party_size_number people:O that:O serves:O bucatini:B-served_dish for:O now:B-timeRange ," BookRestaurant
",1
3857,Can:O you:O find:O the:O song:B-object_type Bleach::B-object_name Hell:I-object_name Chapter:I-object_name ," SearchCreativeWork
",5
2635,I:O need:O to:O find:O the:O creative:O work:O Wave:B-object_name ," SearchCreativeWork
",5
1751,play:O music:O on:O netflix:B-service ," PlayMusic
",3
6630,What:O films:B-movie_type are:O at:O IMAX:B-location_name Corporation:I-location_name at:O 11:B-timeRange p.m.:I-timeRange ," SearchScreeningEvent
",6
8210,"What:O is:O the:O weather:O like:O in:O Roeland:B-city Park:I-city ,:O Guadeloupe:B-country ?:O "," GetWeather
",2
2694,book:O me:O a:O restaurant:B-restaurant_type ," BookRestaurant
",1
3108,Is:O it:O cold:B-condition_temperature in:O the:O current:B-current_location location:I-current_location more:O than:O it:O was:O in:B-timeRange 3:I-timeRange years:I-timeRange ," GetWeather
",2
1251,find:O me:O the:O nearest:B-spatial_relation movie:B-object_location_type theatre:I-object_location_type that's:O showing:O The:B-movie_name Spell:I-movie_name of:I-movie_name the:I-movie_name Yukon:I-movie_name ," SearchScreeningEvent
",6
7270,Play:O the:O greatest:B-sort record:B-music_item by:O Leroi:B-artist Moore:I-artist ," PlayMusic
",3
3577,When:O is:O Beneath:B-movie_name the:I-movie_name Harvest:I-movie_name Sky:I-movie_name playing?:O ," SearchScreeningEvent
",6
1329,I:O would:O give:O this:B-object_select textbook:B-object_type a:O rating:O of:O 0:B-rating_value and:O a:O best:O rating:O of:O 6:B-best_rating ," RateBook
",4
2233,Rate:O this:B-object_select album:B-object_type zero:B-rating_value stars:B-rating_unit ," RateBook
",4
6341,Play:O an:O ep:B-music_item by:O Uncle:B-artist Jimmy:I-artist Thompson:I-artist ," PlayMusic
",3
2487,I:O think:O this:B-object_select saga:B-object_part_of_series_type only:O deserves:O a:O 0:B-rating_value out:O of:O 6:B-best_rating .:O ," RateBook
",4
3866,Add:O connee:B-artist boswell:I-artist to:O the:O relaxing:B-playlist playlist.:O ," AddToPlaylist
",0
669,Add:O Candlelight:B-entity_name to:O my:B-playlist_owner House:B-playlist Afterwork:I-playlist playlist.:O ," AddToPlaylist
",0
5828,Play:O This:B-playlist Is::I-playlist Animal:I-playlist Collective:I-playlist please:O ," PlayMusic
",3
5733,I:O have:O to:O give:O this:O current:B-object_select essay:B-object_type a:O rating:O of:O three:B-rating_value ," RateBook
",4
4818,I:O want:O to:O hear:O the:O Live:B-album At:I-album Slane:I-album Castle:I-album album:B-music_item by:O Haifa:B-artist Wehbe:I-artist ," PlayMusic
",3
7797,find:O movie:B-object_type schedules:I-object_type ," SearchScreeningEvent
",6
6824,Use:O Deezer:B-service to:O play:O music:O ," PlayMusic
",3
874,play:O robert:B-artist fripp:I-artist sound:B-music_item track:I-music_item on:O Pandora:B-service ," PlayMusic
",3
1530,add:O apathy:B-artist to:O my:B-playlist_owner electro:B-playlist sur:I-playlist playlist:O ," AddToPlaylist
",0
7587,Play:O the:O best:B-sort Sebastian:B-artist Karlsson:I-artist melody:B-music_item on:O Youtube:B-service ," PlayMusic
",3
3205,Can:O I:O get:O showtimes:O for:O films:B-movie_type in:B-spatial_relation the:I-spatial_relation neighborhood:I-spatial_relation .:O ," SearchScreeningEvent
",6
5233,rate:O the:O current:B-object_select book:B-object_type series:B-object_part_of_series_type two:B-rating_value out:O of:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
6686,Show:O me:O The:B-object_name Advocate:I-object_name ," SearchCreativeWork
",5
264,"book:O a:O gastropub:B-restaurant_type that:O serves:O pansette:B-served_dish in:O Skaneateles:B-city ,:O Pennsylvania:B-state "," BookRestaurant
",1
6863,Book:O me:O seats:O for:O 6:B-party_size_number at:O a:O restaurant:B-restaurant_type in:O WV:B-state in:B-timeRange one:I-timeRange second:I-timeRange ," BookRestaurant
",1
3833,Need:O table:O for:O two:B-party_size_number in:O Pleasant:B-city City:I-city ," BookRestaurant
",1
6964,What:O will:O the:O weather:O be:O in:O Mattawan:B-city Saint:B-country Barthélemy:I-country ?:O ," GetWeather
",2
3282,Rat:O Short:B-object_name Trips::I-object_name A:I-object_name Christmas:I-object_name Treasury:I-object_name a:O 3:B-rating_value ," RateBook
",4
7673,rate:O the:O book:B-object_type The:B-object_name Devil:I-object_name in:I-object_name Velvet:I-object_name 4:B-rating_value out:O of:O 6:B-best_rating points:B-rating_unit ," RateBook
",4
2582,What's:O the:O weather:O forecast:O for:O my:O current:B-current_location spot:I-current_location in:B-timeRange eight:I-timeRange hours:I-timeRange ?:O ," GetWeather
",2
4542,Please:O book:O a:O restaurant:B-restaurant_type for:O ten:B-party_size_number members:O near:B-spatial_relation downtown:B-poi at:O 20:38:B-timeRange ," BookRestaurant
",1
5646,Add:O artist:B-music_item to:O playlist:O Epic:B-playlist Gaming:I-playlist ," AddToPlaylist
",0
4661,Can:O you:O add:O woman:B-entity_name of:I-entity_name the:I-entity_name world:I-entity_name to:O my:B-playlist_owner playlist:O entitled:O Duetos:B-playlist ," AddToPlaylist
",0
8482,I'd:O like:O johnny:B-artist nash:I-artist to:O be:O put:O into:O my:B-playlist_owner playlist:O Always:B-playlist Pop:I-playlist Punk:I-playlist ," AddToPlaylist
",0
1435,add:O track:B-music_item to:O my:B-playlist_owner playslist:O this:B-playlist is:I-playlist Los:I-playlist Fabulosos:I-playlist Cadillacs:I-playlist ," AddToPlaylist
",0
7169,"book:O Helianthushof:B-restaurant_name in:O Hurffville:B-city ,:O NJ:B-state "," BookRestaurant
",1
496,Add:O Always:B-entity_name to:O dena's:B-playlist_owner Baroque:B-playlist 50:I-playlist Spotify:I-playlist Picks:I-playlist playlist.:O ," AddToPlaylist
",0
1926,what:O is:O the:O weather:O of:O LA:B-state at:O 4:B-timeRange pm:I-timeRange ," GetWeather
",2
6906,add:O track:B-music_item to:O All:B-playlist Out:I-playlist 70s:I-playlist ," AddToPlaylist
",0
18,rate:O Doctor:B-object_name No:I-object_name one:B-rating_value of:O 6:B-best_rating ," RateBook
",4
1170,play:O The:B-object_name Case:I-object_name of:I-object_name the:I-object_name Whitechapel:I-object_name Vampire:I-object_name TV:B-object_type series:I-object_type ," SearchCreativeWork
",5
3069,tell:O me:O the:O weather:O for:O next:B-timeRange week:I-timeRange at:O Cathedral:B-geographic_poi State:I-geographic_poi Park:I-geographic_poi ," GetWeather
",2
7976,find:O the:O show:B-object_type The:B-object_name Demi-Gods:I-object_name and:I-object_name Semi-Devils:I-object_name ," SearchCreativeWork
",5
129,Find:O the:O movie:B-object_type schedule:I-object_type for:O Pacific:B-location_name Theatres:I-location_name .:O ," SearchScreeningEvent
",6
4476,What's:O the:O weather:O like:O in:O Saint:B-city Regis:I-city Falls:I-city ND:B-state ," GetWeather
",2
6976,"Put:O Corrina,:B-entity_name Corrina:I-entity_name onto:O my:B-playlist_owner classical:B-playlist x:I-playlist list.:O "," AddToPlaylist
",0
3126,add:O tune:B-music_item to:O my:B-playlist_owner metal:B-playlist crash:I-playlist course:I-playlist playlist:O ," AddToPlaylist
",0
3831,What:O will:O the:O weather:O be:O in:O a:B-timeRange month:I-timeRange from:I-timeRange now:I-timeRange at:O my:O current:B-current_location location:I-current_location ?:O ," GetWeather
",2
5682,show:O The:B-object_name Best:I-object_name of:I-object_name Minnie:I-object_name Riperton:I-object_name saga:B-object_type ," SearchCreativeWork
",5
4618,Open:O youtube:B-service ," PlayMusic
",3
2116,find:O movies:B-movie_type nearest:B-spatial_relation to:O a:O movie:B-object_location_type house:I-object_location_type ," SearchScreeningEvent
",6
8276,Add:O a:O yesudas:B-artist song:B-music_item in:O my:B-playlist_owner piano:B-playlist chill:I-playlist playlist.:O ," AddToPlaylist
",0
6886,Book:O a:O spot:O for:O one:B-party_size_number at:O a:O fish:B-served_dish restaurant:B-restaurant_type ," BookRestaurant
",1
2774,Is:O it:O going:O to:O get:O windy:B-condition_description today:B-timeRange in:O Tunisia:B-country ?:O ," GetWeather
",2
7413,search:O for:O the:O show:B-object_type Champagne:B-object_name Showers:I-object_name ," SearchCreativeWork
",5
1087,When:O is:O Crime:B-movie_name and:I-movie_name Punishment:I-movie_name U.S.A.:I-movie_name showing?:O ," SearchScreeningEvent
",6
5344,whats:O the:O forecast:O for:O Redby:B-city ," GetWeather
",2
356,"I:O want:O to:O send:O music:O to:O ann's:B-playlist_owner lists:O from:O SIR:B-entity_name John:I-entity_name Winston:I-entity_name Ono:I-entity_name Lennon:I-entity_name ,:O put:O it:O on:O her:O Infinite:B-playlist Indie:I-playlist Folk:I-playlist list:O "," AddToPlaylist
",0
1190,Where:O can:O I:O buy:O the:O movie:B-object_type The:B-object_name Teahouse:I-object_name Fire:I-object_name ?:O ," SearchCreativeWork
",5
1121,Find:O me:O the:O novel:B-object_type of:O A:B-object_name Dictionary:I-object_name of:I-object_name Slang:I-object_name and:I-object_name Unconventional:I-object_name English:I-object_name ," SearchCreativeWork
",5
667,show:O movie:B-object_type schedule:I-object_type ," SearchScreeningEvent
",6
3570,add:O this:O track:B-music_item to:O the:O playlist:O named:O cali:B-playlist fire:I-playlist ," AddToPlaylist
",0
2569,play:O music:O by:O Christian:B-artist Bautista:I-artist ," PlayMusic
",3
6365,Rate:O the:O current:B-object_select textbook:B-object_type 4:B-rating_value of:O 6:B-best_rating ," RateBook
",4
55,what:O movies:B-movie_type are:O showing:O in:B-spatial_relation the:I-spatial_relation neighborhood:I-spatial_relation ," SearchScreeningEvent
",6
3270,"On:O Dec.:B-timeRange 13,:I-timeRange 2018:I-timeRange I:O need:O a:O reservation:O for:O four:B-party_size_number in:O Arizona:B-state "," BookRestaurant
",1
8971,Can:O you:O put:O falling:B-entity_name upstairs:I-entity_name on:O my:B-playlist_owner playlist:O entitled:O This:B-playlist Is:I-playlist Thomas:I-playlist Rhett:I-playlist ," AddToPlaylist
",0
4609,Find:O me:O the:O show:B-object_type Krypto:B-object_name the:I-object_name Superdog:I-object_name ," SearchCreativeWork
",5
4930,What:O movie:B-object_location_type theatre:I-object_location_type playing:O animated:B-movie_type movies:I-movie_type is:O the:O closest:B-spatial_relation ," SearchScreeningEvent
",6
1559,rate:O Atop:B-object_name an:I-object_name Underwood::I-object_name Early:I-object_name Stories:I-object_name and:I-object_name Other:I-object_name Writings:I-object_name 0:B-rating_value out:O of:O 6:B-best_rating stars:B-rating_unit ," RateBook
",4
5487,Play:O Donna:B-artist Summer:I-artist ," PlayMusic
",3
5209,"Book:O a:O table:O at:O Central:B-restaurant_name Grocery:I-restaurant_name on:O Mar.:B-timeRange 22nd,:I-timeRange 2020:I-timeRange "," BookRestaurant
",1
3012,I:O need:O a:O table:O at:O Surf:B-restaurant_name Taco:I-restaurant_name in:O East:B-city Uniontown:I-city ," BookRestaurant
",1
5370,add:O tune:B-music_item to:O my:B-playlist_owner playlist:O ironing:B-playlist ," AddToPlaylist
",0
